anno,sito_id,sito,specie,numero_alberi,tipo_intervento,categoria_albero,categoria_sito
2020,48,Verde Via Ten. Piscitelli (da Ten. Piscitelli a Palazzine IACP),Pino,1.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Strade e Corsi Principali
2020,48,Verde Via Ten. Piscitelli (da Ten. Piscitelli a Palazzine IACP),Cipresso,3.0,Non specificato,Conifere Aghifoglie,Strade e Corsi Principali
2020,48,Verde Via Ten. Piscitelli (da Ten. Piscitelli a Palazzine IACP),Magnolia,1.0,Non specificato,Latifoglie Sempreverdi,Strade e Corsi Principali
2020,48,Verde Via Ten. Piscitelli (da Ten. Piscitelli a Palazzine IACP),Palme,1.0,Non specificato,Altro,Strade e Corsi Principali
2020,48,Verde Via Ten. Piscitelli (da Ten. Piscitelli a Palazzine IACP),siepe Pittosporo,,Non specificato,Altro,Strade e Corsi Principali
2020,49,Verde Villa Comunale in Piazza Garibaldi,Leccio in alvaretto,74.0,Non specificato,Altro,Piazze e Piazzette
2020,49,Verde Villa Comunale in Piazza Garibaldi,Leccio in situ,93.0,Non specificato,Altro,Piazze e Piazzette
2020,49,Verde Villa Comunale in Piazza Garibaldi,Pino,38.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Piazze e Piazzette
2020,49,Verde Villa Comunale in Piazza Garibaldi,Cipresso,22.0,Non specificato,Conifere Aghifoglie,Piazze e Piazzette
2020,49,Verde Villa Comunale in Piazza Garibaldi,Falso pepe,6.0,Non specificato,Altro,Piazze e Piazzette
2020,49,Verde Villa Comunale in Piazza Garibaldi,Cedro,7.0,Non specificato,Conifere Aghifoglie,Piazze e Piazzette
2020,49,Verde Villa Comunale in Piazza Garibaldi,Palma,1.0,Non specificato,Altro,Piazze e Piazzette
2020,49,Verde Villa Comunale in Piazza Garibaldi,siepe Pittosporo,,Non specificato,Altro,Piazze e Piazzette
2020,49,Verde Villa Comunale in Piazza Garibaldi,Arbusti,,Non specificato,Altro,Piazze e Piazzette
2020,50,Verde Villa Comunale zona 167,Albizia,11.0,Non specificato,Alberi Esotici e Tropicali,Altro
2020,50,Verde Villa Comunale zona 167,Pino,24.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Altro
2020,50,Verde Villa Comunale zona 167,Palme (varie specie),13.0,Non specificato,Altro,Altro
2020,50,Verde Villa Comunale zona 167,Cedro,4.0,Non specificato,Conifere Aghifoglie,Altro
2020,50,Verde Villa Comunale zona 167,Ibisco,1.0,Non specificato,Altro,Altro
2020,50,Verde Villa Comunale zona 167,P. pissardii,7.0,Non specificato,Altro,Altro
2020,50,Verde Villa Comunale zona 167,Acacia blu,4.0,Non specificato,Altro,Altro
2020,50,Verde Villa Comunale zona 167,Corbezzolo,20.0,Non specificato,Latifoglie Sempreverdi,Altro
2020,50,Verde Villa Comunale zona 167,Alloro,1.0,Non specificato,Latifoglie Sempreverdi,Altro
2020,50,Verde Villa Comunale zona 167,Ligustro,1.0,Non specificato,Arbusti Ornamentali,Altro
2020,50,Verde Villa Comunale zona 167,Leccio,8.0,Non specificato,Latifoglie Sempreverdi,Altro
2020,50,Verde Villa Comunale zona 167,Chamaerops,3.0,Non specificato,Palme,Altro
2020,50,Verde Villa Comunale zona 167,Pittosporo,1.0,Non specificato,Altro,Altro
2020,50,Verde Villa Comunale zona 167,Arbusti,,Non specificato,Altro,Altro
2020,51,Verde Villa Piazza Stallone,Cedro,12.0,Non specificato,Conifere Aghifoglie,Piazze e Piazzette
2020,51,Verde Villa Piazza Stallone,Pino,6.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Piazze e Piazzette
2020,51,Verde Villa Piazza Stallone,Leccio,5.0,Non specificato,Latifoglie Sempreverdi,Piazze e Piazzette
2020,51,Verde Villa Piazza Stallone,Cipresso,13.0,Non specificato,Conifere Aghifoglie,Piazze e Piazzette
2020,51,Verde Villa Piazza Stallone,Palma,1.0,Non specificato,Altro,Piazze e Piazzette
2020,51,Verde Villa Piazza Stallone,Ligustro,1.0,Non specificato,Arbusti Ornamentali,Piazze e Piazzette
2020,51,Verde Villa Piazza Stallone,Yucca,1.0,Non specificato,Altro,Piazze e Piazzette
2020,51,Verde Villa Piazza Stallone,Thuya,6.0,Non specificato,Altro,Piazze e Piazzette
2020,51,Verde Villa Piazza Stallone,fruttifera,1.0,Non specificato,Altro,Piazze e Piazzette
2020,52,Verde Villa Spada,Pino,24.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Altro
2020,52,Verde Villa Spada,Eucalipto,4.0,Non specificato,Altro,Altro
2020,52,Verde Villa Spada,Palme,2.0,Non specificato,Altro,Altro
2020,52,Verde Villa Spada,Cedro,6.0,Non specificato,Conifere Aghifoglie,Altro
2020,52,Verde Villa Spada,Leccio,3.0,Non specificato,Latifoglie Sempreverdi,Altro
2020,52,Verde Villa Spada,Ulivo,1.0,Non specificato,Alberi da Frutto,Altro
2020,52,Verde Villa Spada,Cipresso,2.0,Non specificato,Conifere Aghifoglie,Altro
2020,52,Verde Villa Spada,Tiglio,25.0,Non specificato,"Ombreggianti, Attira Impollinatori",Altro
2020,52,Verde Villa Spada,Robinia,2.0,Non specificato,"Attira Impollinatori, Fissatori di Azoto",Altro
2020,52,Verde Villa Spada,Olmo,2.0,Non specificato,Latifoglie Decidue,Altro
2020,52,Verde Villa Spada,alberelli,,Non specificato,Altro,Altro
2020,52,Verde Villa Spada,Prunus,1.0,Non specificato,Altro,Altro
2020,52,Verde Villa Spada,Oleandro,2.0,Non specificato,Arbusti Ornamentali,Altro
2020,52,Verde Villa Spada,Ligustro,2.0,Non specificato,Arbusti Ornamentali,Altro
2020,52,Verde Villa Spada,Arbusti,,Non specificato,Altro,Altro
2020,52,Verde Villa Spada,Cercis,1.0,Non specificato,Altro,Altro
2020,52,Verde Villa Spada,Bouganvillea,1.0,Non specificato,Arbusti Ornamentali,Altro
2020,52,Verde Villa Spada,Chamaerops,2.0,Non specificato,Palme,Altro
2020,52,Verde Villa Spada,“  “      in alvaretto,2.0,Non specificato,Altro,Altro
2020,52,Verde Villa Spada,Vasconi con fioriture,4.0,Non specificato,Altro,Altro
2020,52,Verde Villa Spada,Siepe Alloro,,Non specificato,Altro,Altro
2020,53,Verde/prato Via Crocifisso ( Monumento caduti sul Mare ),Cipresso,3.0,Non specificato,Conifere Aghifoglie,Strade e Corsi Principali
2020,53,Verde/prato Via Crocifisso ( Monumento caduti sul Mare ),Yucca,1.0,Non specificato,Altro,Strade e Corsi Principali
2020,53,Verde/prato Via Crocifisso ( Monumento caduti sul Mare ),arbusti,,Non specificato,Altro,Strade e Corsi Principali
2020,54,Alberature in viale Aldo Moro,Ibisco,12.0,Non specificato,Altro,Strade e Corsi Principali
2020,55,Rotatoria Via ten. Devenuto ang. II trav. XX Settembre,Carrubo,1.0,Non specificato,Latifoglie Sempreverdi,Strade e Corsi Principali
2020,56,Rotatoria Via Cappuccini ang. Via V. Veneto,arbusti,3.0,Non specificato,Altro,Strade e Corsi Principali
2020,57,Alberature e aree a verde in zona PEEP di nuovo impianto,Ulivi,,Non specificato,Altro,Altro
2022,1,Alberature Cimitero Comunale,Cipresso,108.0,Non specificato,Conifere Aghifoglie,Cimitero
2022,1,Alberature Cimitero Comunale,Yucca monumentale,1.0,Non specificato,Altro,Cimitero
2022,1,Alberature Cimitero Comunale,Bouganvillea,9.0,Non specificato,Arbusti Ornamentali,Cimitero
2022,1,Alberature Cimitero Comunale,Chamaerops,6.0,Non specificato,Palme,Cimitero
2022,1,Alberature Cimitero Comunale,Siepe Cotoneastro + Allori,,Non specificato,Altro,Cimitero
2022,2,Alberature Corso Dante,Leccio,21.0,Non specificato,Latifoglie Sempreverdi,Strade e Corsi Principali
2022,2,Alberature Corso Dante,Pino,1.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Strade e Corsi Principali
2022,3,"Alberature e verde, Piazzale mercato settimanale ed aree immediatamente limitrofe",Pino,33.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Piazze e Piazzette
2022,3,"Alberature e verde, Piazzale mercato settimanale ed aree immediatamente limitrofe",Leccio,31.0,Non specificato,Latifoglie Sempreverdi,Piazze e Piazzette
2022,3,"Alberature e verde, Piazzale mercato settimanale ed aree immediatamente limitrofe",Ligustro,10.0,Non specificato,Arbusti Ornamentali,Piazze e Piazzette
2022,3,"Alberature e verde, Piazzale mercato settimanale ed aree immediatamente limitrofe",Siepe Alloro,,Non specificato,Altro,Piazze e Piazzette
2022,4,Alberature in 2^ trav. Toselli,Ligustro,10.0,Non specificato,Arbusti Ornamentali,Altro
2022,5,Alberature isole SpartitrafFico Via Cappuccini ang. Giuliodibari + Via Colapiccoli,Albizia,8.0,Non specificato,Alberi Esotici e Tropicali,Strade e Corsi Principali
2022,5,Alberature isole SpartitrafFico Via Cappuccini ang. Giuliodibari + Via Colapiccoli,Olmo,2.0,Non specificato,Latifoglie Decidue,Strade e Corsi Principali
2022,6,Alberature Lungomare Esercito Italiano ( levante ),Tamerici,36.0,Sostituzione,Altro,Lungomare
2022,7,Alberature Lungomare Marina italiana + ex zona bagni,Tamerici,123.0,Sostituzione,Altro,Lungomare
2022,8,"Alberature Piazza Garibaldi ( Lato Istituto Vitt. Emanuele, sino a Via Piano)",Catalpa,18.0,Non specificato,Altro,Strade e Corsi Principali
2022,8,"Alberature Piazza Garibaldi ( Lato Istituto Vitt. Emanuele, sino a Via Piano)",Robinia,3.0,Non specificato,"Attira Impollinatori, Fissatori di Azoto",Strade e Corsi Principali
2022,9,Alberature Piazza Garibaldi ( Lato prosecuzione Via Piano),Leccio,17.0,Non specificato,Latifoglie Sempreverdi,Strade e Corsi Principali
2022,10,Alberature Piazza Porto,Palma,1.0,Non specificato,Altro,Piazze e Piazzette
2022,10,Alberature Piazza Porto,Robinia,7.0,Non specificato,"Attira Impollinatori, Fissatori di Azoto",Piazze e Piazzette
2022,100,Alberature Piazza Porto,Albizia,7.0,Non specificato,Alberi Esotici e Tropicali,Piazze e Piazzette
2022,11,Alberature Piazza Risorgimento,Palma,1.0,Non specificato,Altro,Piazze e Piazzette
2022,11,Alberature Piazza Risorgimento,Platano orientale,18.0,Non specificato,Altro,Piazze e Piazzette
2022,12,Alberature Piazza Vitt. Emanuele II°,Prunus pissardii,48.0,Non specificato,Altro,Piazze e Piazzette
2022,12,Alberature Piazza Vitt. Emanuele II°,Oleandri,44.0,Sostituzione,Altro,Piazze e Piazzette
2022,12,Alberature Piazza Vitt. Emanuele II°,Palme (ingr. Ist.),1.0,Non specificato,Altro,Piazze e Piazzette
2022,13,Alberature Piazzetta ang. Via Milano/Iacobellis,Ligustro,9.0,Non specificato,Arbusti Ornamentali,Strade e Corsi Principali
2022,14,Alberature Piazzetta compresa tra Palazzine IACP Via Toselli civ 83 (piazza Sicolo),Olmi,2.0,Non specificato,Altro,Strade e Corsi Principali
2022,14,Alberature Piazzetta compresa tra Palazzine IACP Via Toselli civ 83 (piazza Sicolo),Pino,1.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Strade e Corsi Principali
2022,14,Alberature Piazzetta compresa tra Palazzine IACP Via Toselli civ 83 (piazza Sicolo),Non specificato,,Non specificato,Altro,Strade e Corsi Principali
2022,15,Alberature Piazzetta Spinelli,Tiglio,14.0,Non specificato,"Ombreggianti, Attira Impollinatori",Piazze e Piazzette
2022,16,Alberature Piazzetta Via Marconi ang. Via G. Sasso (London Pub),Tiglio,15.0,Non specificato,"Ombreggianti, Attira Impollinatori",Strade e Corsi Principali
2022,17,Alberature Piazzette Via Toselli ang. Via Firenze + Via San Severino + Via Firenze,Cercis,7.0,Non specificato,Altro,Strade e Corsi Principali
2022,17,Alberature Piazzette Via Toselli ang. Via Firenze + Via San Severino + Via Firenze,Tiglio,32.0,Non specificato,"Ombreggianti, Attira Impollinatori",Strade e Corsi Principali
2022,18,Alberature Via B. Lupis (tratto tra Via Toselli a Via A. Daconto),Tiglio,10.0,Non specificato,"Ombreggianti, Attira Impollinatori",Strade e Corsi Principali
2022,19,Alberature Via Bitonto (da Via Napoli a ex ingresso AFP),Albizia,2.0,Non specificato,Alberi Esotici e Tropicali,Strade e Corsi Principali
2022,19,Alberature Via Bitonto (da Via Napoli a ex ingresso AFP),Tiglio,7.0,Nuova piantumazione,"Ombreggianti, Attira Impollinatori",Strade e Corsi Principali
2022,19,Alberature Via Bitonto (da Via Napoli a ex ingresso AFP),Ailanto,10.0,Non specificato,Altro,Strade e Corsi Principali
2022,20,Alberature via Cappuccini (zona Mercato Giornaliero e Parco Rimembranze),Leccio,65.0,Non specificato,Latifoglie Sempreverdi,Strade e Corsi Principali
2022,20,Alberature via Cappuccini (zona Mercato Giornaliero e Parco Rimembranze),Ulivo,2.0,Non specificato,Alberi da Frutto,Strade e Corsi Principali
2022,20,Alberature via Cappuccini (zona Mercato Giornaliero e Parco Rimembranze),Olmo,11.0,Non specificato,Latifoglie Decidue,Strade e Corsi Principali
2022,21,Alberature Via Crocifisso e strada di collegamento ex SS 16,Tamerici,30.0,Non specificato,Altro,Strade e Corsi Principali
2022,21,Alberature Via Crocifisso e strada di collegamento ex SS 16,Cipresso,95.0,Non specificato,Conifere Aghifoglie,Strade e Corsi Principali
2022,22,Alberature Via Dalmazia (da Via A. Molino a Via Ten. Devenuto),Tiglio,9.0,Non specificato,"Ombreggianti, Attira Impollinatori",Strade e Corsi Principali
2022,23,Alberature Via De Gasperi (da Via Framarino a Via Bitonto) + liceo classico ingresso,Pino,7.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Strade e Corsi Principali
2022,23,Alberature Via De Gasperi (da Via Framarino a Via Bitonto) + liceo classico ingresso,Brachychiton acerifolius,2.0,Nuova piantumazione,Altro,Strade e Corsi Principali
2022,23,Alberature Via De Gasperi (da Via Framarino a Via Bitonto) + liceo classico ingresso,Ligustro,3.0,Non specificato,Arbusti Ornamentali,Strade e Corsi Principali
2022,24,Alberature Via Durazzo,Tamerici,23.0,Non specificato,Altro,Strade e Corsi Principali
2022,25,Alberature Via Magg. Zeverino,Robinia pseudoacacia,4.0,Non specificato,Altro,Strade e Corsi Principali
2022,26,Alberature Via Marconi + P.zza  S. Agostino,Ailanto,21.0,Sostituzione,Altro,Strade e Corsi Principali
2022,26,Alberature Via Marconi + P.zza  S. Agostino,Leccio,28.0,Non specificato,Latifoglie Sempreverdi,Strade e Corsi Principali
2022,26,Alberature Via Marconi + P.zza  S. Agostino,Albizia,2.0,Non specificato,Alberi Esotici e Tropicali,Strade e Corsi Principali
2022,26,Alberature Via Marconi + P.zza  S. Agostino,Tiglio,21.0,Nuova piantumazione,"Ombreggianti, Attira Impollinatori",Strade e Corsi Principali
2022,26,Alberature Via Marconi + P.zza  S. Agostino,Brachychiton acerifolius,27.0,Nuova piantumazione,Altro,Strade e Corsi Principali
2022,26,Alberature Via Marconi + P.zza  S. Agostino,Falso pepe,1.0,Non specificato,Altro,Strade e Corsi Principali
2022,27,Alberature Viale De Gaetano,Tiglio,49.0,Non specificato,"Ombreggianti, Attira Impollinatori",Strade e Corsi Principali
2022,28,Prato circostante la fontana monumentale e antistante Istituto Vitt. Emanuele,"Aiuole prato - fontana, aiuole prato ingr. Ist. V.E. II",,Non specificato,Altro,Altro
2022,29,Verde 2° trav. XX Settembre (Aiuole ),Palma,1.0,Non specificato,Altro,Altro
2022,29,Verde 2° trav. XX Settembre (Aiuole ),Pittosporo siepe,,Non specificato,Altro,Altro
2022,30,Verde attrezzato Via Ten. Devenuto ang. 2^trav. XX Settembre,Albizia,3.0,Non specificato,Alberi Esotici e Tropicali,Strade e Corsi Principali
2022,30,Verde attrezzato Via Ten. Devenuto ang. 2^trav. XX Settembre,Cipresso,3.0,Non specificato,Conifere Aghifoglie,Strade e Corsi Principali
2022,30,Verde attrezzato Via Ten. Devenuto ang. 2^trav. XX Settembre,Prunus pissardii,3.0,Non specificato,Altro,Strade e Corsi Principali
2022,30,Verde attrezzato Via Ten. Devenuto ang. 2^trav. XX Settembre,Palme,3.0,Non specificato,Altro,Strade e Corsi Principali
2022,31,Verde Campo Sportivo Comunale                                    (interno),Eucalipto,20.0,Non specificato,Altro,Altro
2022,31,Verde Campo Sportivo Comunale                                    (interno),Ligustro,1.0,Non specificato,Arbusti Ornamentali,Altro
2022,31,Verde Campo Sportivo Comunale                                    (interno),Pino,16.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Altro
2022,31,Verde Campo Sportivo Comunale                                    (interno),Leccio,2.0,Non specificato,Latifoglie Sempreverdi,Altro
2022,31,Verde Campo Sportivo Comunale                                    (interno),Pittosporo siepe,,Non specificato,Altro,Altro
2022,31,Verde Campo Sportivo Comunale                                    (interno),Lauroceraso siepe,,Non specificato,Altro,Altro
2022,31,Verde Campo Sportivo Comunale                                    (interno),Ulivo,,Non specificato,Alberi da Frutto,Altro
2022,32,Verde in maglia B 4.1 Via Emil Dikinson,Ulivo,,Non specificato,Alberi da Frutto,Strade e Corsi Principali
2022,32,Verde in maglia B 4.1 Via Emil Dikinson,Falso pepe,5.0,Non specificato,Altro,Strade e Corsi Principali
2022,32,Verde in maglia B 4.1 Via Emil Dikinson,Pino,4.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Strade e Corsi Principali
2022,33,Verde in maglia C1.6 ( 3^ trav. Daconto zona adiacente Cavalcaferrovia e 3^trav. Daconto ang. Via S.Ten. Deceglie) – piazzetta Buden Powell,Falso pepe,5.0,Non specificato,Altro,Strade e Corsi Principali
2022,33,Verde in maglia C1.6 ( 3^ trav. Daconto zona adiacente Cavalcaferrovia e 3^trav. Daconto ang. Via S.Ten. Deceglie) – piazzetta Buden Powell,Ligustro,4.0,Non specificato,Arbusti Ornamentali,Strade e Corsi Principali
2022,33,Verde in maglia C1.6 ( 3^ trav. Daconto zona adiacente Cavalcaferrovia e 3^trav. Daconto ang. Via S.Ten. Deceglie) – piazzetta Buden Powell,Pino,5.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Strade e Corsi Principali
2022,34,Verde Piazza Kennedy,Olmi,7.0,Non specificato,Altro,Piazze e Piazzette
2022,34,Verde Piazza Kennedy,Pino,2.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Piazze e Piazzette
2022,34,Verde Piazza Kennedy,Robinia,2.0,Non specificato,"Attira Impollinatori, Fissatori di Azoto",Piazze e Piazzette
2022,34,Verde Piazza Kennedy,siepe Pittosporo,,Non specificato,Altro,Piazze e Piazzette
2022,35,Verde Piazzetta compresa tra Via Cairoli e Via Bitonto,Cedro,6.0,Non specificato,Conifere Aghifoglie,Strade e Corsi Principali
2022,35,Verde Piazzetta compresa tra Via Cairoli e Via Bitonto,Chamaerops,4.0,Non specificato,Palme,Strade e Corsi Principali
2022,35,Verde Piazzetta compresa tra Via Cairoli e Via Bitonto,Ailanto,3.0,Non specificato,Altro,Strade e Corsi Principali
2022,35,Verde Piazzetta compresa tra Via Cairoli e Via Bitonto,Cipresso,3.0,Non specificato,Conifere Aghifoglie,Strade e Corsi Principali
2022,35,Verde Piazzetta compresa tra Via Cairoli e Via Bitonto,Thuja,5.0,Non specificato,Altro,Strade e Corsi Principali
2022,35,Verde Piazzetta compresa tra Via Cairoli e Via Bitonto,Pino,4.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Strade e Corsi Principali
2022,35,Verde Piazzetta compresa tra Via Cairoli e Via Bitonto,Albizia,1.0,Non specificato,Alberi Esotici e Tropicali,Strade e Corsi Principali
2022,35,Verde Piazzetta compresa tra Via Cairoli e Via Bitonto,siepi,,Non specificato,Altro,Strade e Corsi Principali
2022,36,Verde pubblico annesso all’ex carcere mandamentale,Non specificato,,Non specificato,Altro,Altro
2022,37,Verde Pubblico in maglia VPU 6 (zona laterale cavalcaferrovia in Via Daconto),Falso pepe,6.0,Non specificato,Altro,Strade e Corsi Principali
2022,37,Verde Pubblico in maglia VPU 6 (zona laterale cavalcaferrovia in Via Daconto),Ligustro,5.0,Non specificato,Arbusti Ornamentali,Strade e Corsi Principali
2022,37,Verde Pubblico in maglia VPU 6 (zona laterale cavalcaferrovia in Via Daconto),Pino,2.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Strade e Corsi Principali
2022,38,Verde Pubblico in zona VPU 7 (zona laterale cavalcaferrovia),Falso pepe,16.0,Non specificato,Altro,Strade e Corsi Principali
2022,38,Verde Pubblico in zona VPU 7 (zona laterale cavalcaferrovia),Ligustro,6.0,Non specificato,Arbusti Ornamentali,Strade e Corsi Principali
2022,38,Verde Pubblico in zona VPU 7 (zona laterale cavalcaferrovia),Yucca,1.0,Non specificato,Altro,Strade e Corsi Principali
2022,38,Verde Pubblico in zona VPU 7 (zona laterale cavalcaferrovia),Magnolia,1.0,Non specificato,Latifoglie Sempreverdi,Strade e Corsi Principali
2022,38,Verde Pubblico in zona VPU 7 (zona laterale cavalcaferrovia),Pino,11.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Strade e Corsi Principali
2022,39,Verde Scuola Elementare Don Saverio Bavaro,Pino,26.0,Non specificato,"Conifere Aghifoglie, Forestali, Barriera Frangivento",Altro
2022,39,Verde Scuola Elementare Don Saverio Bavaro,Biancospino,11.0,Non specificato,Altro,Altro
2022,39,Verde Scuola Elementare Don Saverio Bavaro,Prunus,13.0,Non specificato,Altro,Altro
2022,39,Verde Scuola Elementare Don Saverio Bavaro,Cercis,4.0,Non specificato,Altro,Altro
